date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Mkt-RF,Mkt,RF,TB3MS
198107,-0.65,-2.97,-2.73,7.86,-3.78,0.37,-3.2,-3.89,2.74,-2.65,-1.54,-0.3,1.24,14.95
198108,-5.11,-7.84,-6.87,-6.4,-7.27,-0.8,-5.28,-7.75,-0.84,-5.48,-7.03,-5.75,1.28,15.51
198109,-2.18,-2.97,-7.03,-12.3,-3.89,2.81,-3.75,-1.33,-5.45,-5.42,-7.17,-5.93,1.24,14.7
198110,7.51,-4.14,3.76,10,5.15,6.03,6.87,7.95,4.75,7.17,4.92,6.13,1.21,13.54
198111,2.69,4.82,4.3,6.86,1.54,2.64,1,3.93,6,5.09,3.36,4.43,1.07,10.86
198112,-1.79,0.41,-1.5,-6.54,-0.02,-1.43,-2.17,-0.75,-2.28,-3.74,-3.65,-2.78,0.87,10.85
198201,-0.9,1.21,-3.19,-8.58,2.78,0.67,0.19,1.45,-0.55,-3.24,-3.24,-2.44,0.8,12.28
198202,-1.97,-1.94,-5.76,-10.94,-5.22,-5.7,-1.45,-1.8,-0.29,-3.94,-5.86,-4.94,0.92,13.48
198203,2.47,3.64,-1.72,-3.61,-3.57,2.05,4.25,-2.58,1.68,-1.31,-1.87,-0.89,0.98,12.68
198204,6.64,4.48,3.13,4.4,7.44,-0.17,5.45,7.34,3.91,3.72,3.27,4.4,1.13,12.7
198205,-3.21,-1.82,-4.6,2.47,-5.42,-1.05,-2.68,-3.05,-0.48,-5.48,-3.99,-2.93,1.06,12.09
198206,1.7,2.7,-2.6,-6.47,-2.33,-2.55,2.95,-0.73,-2.19,-2.44,-3.09,-2.13,0.96,12.47
198207,-0.46,-0.4,-2.3,-7.95,1.56,1.18,0.16,0.81,-2.6,-3.02,-3.19,-2.14,1.05,11.35
198208,9.21,13.76,13.8,9.82,12.78,10.84,12.48,12.38,11.94,11.35,11.14,11.9,0.76,8.68
198209,5.32,-0.72,-1.02,1.96,1.19,1.03,4.64,1.34,1.05,4.19,1.29,1.8,0.51,7.92
198210,10.58,16.56,12.95,5.61,16.96,8.18,16.94,8.34,4.88,15.66,11.3,11.89,0.59,7.71
198211,5.16,8.22,5.73,-4.39,10.67,6.01,11.01,5.24,0.11,7.58,4.67,5.3,0.63,8.07
198212,0.85,3.14,0.8,5.47,2.69,-1.23,-2.15,0.54,4.31,-1.29,0.55,1.22,0.67,7.94
198301,-1.02,5.12,5.03,3.7,8.39,12.35,1.44,1.48,3.5,2.84,3.6,4.29,0.69,7.86
198302,3.76,3.56,4.09,-0.39,3.59,-0.3,8.06,2.78,1.35,4.63,2.59,3.21,0.62,8.11
198303,7.39,-1.07,2.15,5.97,0.68,0.71,8.56,4.61,0.33,4.97,2.82,3.45,0.63,8.35
198304,6.3,11.03,6.34,9.45,7.5,5.13,8.68,5.1,4.69,8.26,6.67,7.38,0.71,8.21
198305,-0.88,-2.14,2.17,1.29,2.74,-1.28,0.4,-2.7,2.64,2.47,0.52,1.21,0.69,8.19
198306,2.97,10.4,1.63,6.48,6.13,0.23,6.12,6.87,-0.41,1.55,3.07,3.74,0.67,8.79
198307,-2.6,-3.62,-2.46,-2.38,-5.33,-5.17,-3.31,-5.6,1.05,-3.61,-4.07,-3.33,0.74,9.08
198308,0.64,-2.48,0.74,7.16,-1.08,2.19,-4.83,-1.08,1.5,-0.67,-0.5,0.26,0.76,9.34
198309,4.59,4.44,2.38,-4.85,2.14,2.26,2.3,1.29,4.66,1.6,0.91,1.67,0.76,9
198310,-0.24,0.36,-2.29,-2.13,-6.88,-5.22,-1.6,-2.15,3.07,-4.03,-3.44,-2.68,0.76,8.64
198311,2.27,4.12,6.32,-0.56,2.26,3.17,4.42,-3.03,-1.56,4.66,2.16,2.86,0.7,8.76
198312,-0.46,0.97,-1.04,1.89,0.38,-1.52,-4.78,-3.58,-3.64,-0.9,-1.78,-1.05,0.73,9
198401,-0.76,-5.39,-3.51,9.96,-6.16,4.06,-5.9,-0.61,1.49,-1.67,-1.92,-1.16,0.76,8.9
198402,-5.73,-6.08,-6.62,3.87,-5.94,-3.7,-4.47,-1.99,-3.36,-4.94,-4.82,-4.11,0.71,9.09
198403,1.56,0.37,3.22,0.16,1.85,-4.21,1.26,-0.69,-0.24,2.45,0.63,1.36,0.73,9.52
198404,0.48,1.3,0.01,4.05,-0.43,2.18,0.24,2.29,-0.39,-2.12,-0.51,0.3,0.81,9.69
198405,-2.4,-5.56,-5.68,-5.06,-5.52,-3.49,-5.14,-6.48,-0.83,-6.83,-5.97,-5.19,0.78,9.83
198406,6.31,1.99,3.22,-2.22,1.8,12.26,7.4,3.83,0.48,2.22,1.82,2.57,0.75,9.87
198407,-1.72,2.59,-1.49,-7.17,-2.32,2.87,0.12,-3.84,-0.03,-1.79,-2.74,-1.92,0.82,10.12
198408,8.77,10,11.96,13.75,13.87,7.15,9.89,10.26,7.75,11.16,10.28,11.11,0.83,10.47
198409,1.26,-0.14,-2.5,2.11,-3.9,4.04,0.02,-4.41,4.81,2.27,-0.8,0.06,0.86,10.37
198410,1.43,2.16,0.54,-4.5,-0.5,-3.52,-0.72,1.6,3.32,0.71,-0.84,0.16,1,9.74
198411,0.31,-2.99,-1.4,-1,-3.84,0.46,-2.81,-0.03,3.03,-0.31,-1.76,-1.03,0.73,8.61
198412,2.45,4.59,2.19,-0.55,2.42,5.33,0.7,2.79,2.64,3.72,1.84,2.48,0.64,8.06
198501,5.02,9.81,8.42,6.53,12.55,5.25,13.24,8.28,2.39,9.79,7.99,8.64,0.65,7.76
198502,5.04,-1.59,1.41,3.81,-1.3,3.37,2.05,3.59,1.39,2.14,1.22,1.8,0.58,8.27
198503,4.69,-5.24,-2.7,1.55,-6.02,4.45,-0.56,3.01,6.11,-0.14,-0.84,-0.22,0.62,8.52
198504,-2.12,-3.45,-1.5,3.85,-3.61,-0.71,0.11,-1.73,1.62,1.5,-0.96,-0.24,0.72,7.95
198505,7.9,5.94,6.13,0.64,2.87,8.35,9.61,9.59,5.51,6.32,5.09,5.75,0.66,7.48
198506,2.72,1.51,1.54,-0.8,-0.59,4.5,1.56,2.29,3.63,2.95,1.27,1.82,0.55,6.95
198507,-2.58,2.4,3.47,-0.33,4.46,-4.54,-4.03,-0.4,-4.7,-0.14,-0.74,-0.12,0.62,7.08
198508,0.76,-2.62,-1.14,1.39,-2.52,0.52,-0.62,-0.8,1.92,-0.48,-1.02,-0.47,0.55,7.14
198509,-0.65,-3.26,-3.93,-1.31,-4.75,-4.2,-4.29,-3.89,-5.31,-4.92,-4.54,-3.94,0.6,7.1
198510,3.58,0.87,3.3,6.15,3.06,4.07,6.8,3.19,6.3,6.36,4.02,4.67,0.65,7.16
198511,8.48,9.98,7.85,0.48,8.66,7.37,7.89,9.78,4.24,7.43,6.48,7.09,0.61,7.24
198512,5.42,7.18,4.57,-3.15,8.27,6.2,4.57,3.48,4.85,4.52,3.88,4.53,0.65,7.1
198601,1.84,2.19,1.54,-6.77,-0.27,-3.94,1.49,1.14,3.78,3.57,0.65,1.21,0.56,7.07
198602,10.81,10.92,10.21,0.76,4.99,7.38,7.69,6.08,6.55,8.33,7.13,7.66,0.53,7.06
198603,8.03,7.91,6.02,0.01,-0.07,3.79,8.64,12.05,3.95,5.75,4.88,5.48,0.6,6.56
198604,0.43,-3.55,-1.72,0.71,3.91,2.43,0.17,0.72,-3.89,-2.64,-1.31,-0.79,0.52,6.06
198605,8.85,3.18,4.47,7.31,0.99,4.8,9.9,7.24,3.62,4.66,4.62,5.11,0.49,6.15
198606,6.24,-1.26,0.03,-2.34,-3.97,5.43,3.86,5.67,5.08,1.51,1.03,1.55,0.52,6.21
198607,-5.7,-9.04,-7.26,-5.24,-8.34,-3.02,-9.52,-5.36,5.14,-6.4,-6.45,-5.93,0.52,5.83
198608,2.62,7.52,6.16,16.65,6.97,6.87,1.73,4.01,7.9,6.93,6.07,6.53,0.46,5.53
198609,-10.82,-8.18,-6.79,-0.94,-7.08,-9.29,-8.41,-12.57,-9.09,-8.79,-8.6,-8.15,0.45,5.21
198610,8.86,6.49,6.5,2.04,0.62,4.66,7.45,7.93,5.24,4.12,4.66,5.12,0.46,5.18
198611,0.74,4.83,2.83,3.06,3.53,3.94,1.83,1.35,0.55,-0.59,1.17,1.56,0.39,5.35
198612,-3.19,-2.19,-1.91,-0.49,-3.68,-3.73,-6.27,-1.25,-3.31,-2.56,-3.27,-2.78,0.49,5.53
198701,14.51,18.81,14.35,13.9,16.46,5.31,11.53,13.16,9.3,11.24,12.47,12.89,0.42,5.43
198702,5.62,3.47,4.79,-1.68,9.41,0.04,9.87,11.28,-2.15,4.69,4.39,4.82,0.43,5.59
198703,1.07,4.63,3.24,12.26,2.68,1.43,1.75,0.15,-1.66,-0.32,1.64,2.11,0.47,5.59
198704,-3.66,4.08,-1.37,0.17,4.39,-2.42,-2.85,-2.46,-4.33,-4.11,-2.11,-1.67,0.44,5.64
198705,2.57,-1.41,0.5,3.05,0.29,3.33,-0.11,1.23,-1.85,-0.01,0.11,0.49,0.38,5.66
198706,6.82,2.98,5.08,5.72,0.01,7.04,6.51,4.76,3.39,4.62,3.94,4.42,0.48,5.67
198707,5.68,6.96,7.19,3.28,1.03,6.01,5.9,5.75,-1.68,3.6,3.85,4.31,0.46,5.69
198708,3.73,5.68,2.71,1.78,7.4,5.1,3.32,2.2,3.71,4.33,3.52,3.99,0.47,6.04
198709,-2.75,-3.98,0.34,-3.86,-2.71,2.99,-6.34,-2.55,-2.31,-1.79,-2.59,-2.14,0.45,6.4
198710,-21.03,-26.93,-27.33,-18.33,-25.93,-12.35,-28.23,-20.46,-6.94,-23.59,-23.24,-22.64,0.6,6.13
198711,-8.02,-8.52,-5.15,-10.59,-9.8,-8.92,-8.48,-9.31,-2.53,-6.62,-7.77,-7.42,0.35,5.69
198712,7.52,8.61,10.84,6.63,11.86,4.27,8.55,5.34,0.57,5.44,6.81,7.2,0.39,5.77
198801,3.02,4.48,0.36,8.68,-2.44,9.76,5.63,6.37,9.76,6.4,4.21,4.5,0.29,5.81
198802,6.01,6.27,7.52,3.53,7.47,1.32,10.52,4.2,-1.43,4.3,4.75,5.21,0.46,5.66
198803,-1.52,-4.17,-1.18,2.47,-4.65,-3.82,-0.99,-2.55,-3.17,-1.34,-2.27,-1.83,0.44,5.7
198804,-0.07,2.9,1.63,4.54,2.59,0.67,1.74,-1.99,-0.29,-0.39,0.56,1.02,0.46,5.91
198805,-0.3,1.23,-0.31,-0.52,-1.31,2.17,-1.36,-0.26,3.59,0.97,-0.29,0.22,0.51,6.26
198806,3.41,8.26,7.45,-2.05,9.4,3.01,6.68,2.68,3.23,6.04,4.79,5.28,0.49,6.46
198807,1.62,-0.82,-2.36,3.5,-5.1,0.02,-0.8,0.49,-0.26,-0.52,-1.25,-0.74,0.51,6.73
198808,-0.22,-6.68,-4.42,-1.5,-8.19,-3.05,-2.56,-1.08,-0.13,-0.9,-3.31,-2.72,0.59,7.06
198809,6.49,3.9,3.43,-2.41,2.84,7.36,8.06,3.86,2.71,4.13,3.3,3.92,0.62,7.24
198810,8.16,3.33,0.71,1.82,0,2.8,1.7,1.22,2.53,0.01,1.15,1.76,0.61,7.35
198811,-1.14,-0.94,-2.17,-0.31,-3.15,0.34,-2.83,-2.16,-0.46,-2.13,-2.29,-1.72,0.57,7.76
198812,3.51,0.26,3.13,1.83,4.89,1.62,1.48,1.83,1.02,0.87,1.49,2.12,0.63,8.07
198901,5.64,7.6,7.52,6.32,7.09,8.96,6.36,6.8,2.76,6.88,6.1,6.65,0.55,8.27
198902,-1.4,-2.99,-2.08,-1.31,-3.76,-1.22,-1.8,-1.15,-1.82,-0.38,-2.25,-1.64,0.61,8.53
198903,5.43,-1.41,1.21,3.82,-5.49,5.56,2.88,4.96,0.57,3.41,1.57,2.24,0.67,8.82
198904,5.73,0.47,5.33,2.61,5.19,9.63,5.53,5.41,3.9,4.64,4.33,5,0.67,8.65
198905,5.37,2.3,3.65,2.82,2.46,5.79,5.27,3.43,5.34,4.2,3.35,4.14,0.79,8.43
198906,1.48,1.28,-2.68,-0.96,-3.26,-0.03,-2.06,-2.74,3.4,0.93,-1.35,-0.64,0.71,8.15
198907,11.98,5.12,7.63,3.76,2.95,8.57,9.15,13.89,5.8,8.14,7.2,7.9,0.7,7.88
198908,-1.99,5.43,4.43,3.36,2.53,1.02,2.68,0.37,-0.8,3.41,1.44,2.18,0.74,7.9
198909,-0.54,-4.6,-2.53,1.41,-2.71,3.81,-2.21,2.38,0.48,1.42,-0.76,-0.11,0.65,7.75
198910,-2.49,-5.7,-4.36,0.46,-4.42,-2.04,-4.08,0.39,1.01,-4.85,-3.67,-2.99,0.68,7.64
198911,1.68,-1.18,3.06,3.93,-1.8,1.99,1.35,4.53,3.23,-0.02,1.03,1.72,0.69,7.69
198912,1.36,-1.45,2.99,5.86,-1.09,5.73,1.25,1.05,4.79,-1.5,1.16,1.77,0.61,7.63
199001,-9.43,-3.84,-6.29,-4.14,-1.28,-13.4,-6.26,-7.37,-5.35,-8.83,-7.85,-7.28,0.57,7.64
199002,-0.39,5.13,2.55,3.03,4.11,-0.34,1.92,-2.06,0.22,2.54,1.11,1.68,0.57,7.74
199003,4.54,2.9,3.91,-0.48,4.46,4.18,5.3,3.86,-0.75,-0.31,1.83,2.47,0.64,7.9
199004,-0.27,-4.04,-2.74,-3.59,-2,-3.46,-1.9,0.29,-5.51,-3.47,-3.36,-2.67,0.69,7.77
199005,9.04,7.76,8.08,5.95,12.54,9.39,11.73,12.76,5.42,9.05,8.42,9.1,0.68,7.74
199006,2.03,-2.25,-0.6,-2.08,-1.17,-4.71,1.59,4.44,0.75,-1.56,-1.09,-0.46,0.63,7.73
199007,-0.81,-3.48,0.22,8.23,-7.43,-4.59,-4.01,2.59,0.88,-3.46,-1.9,-1.22,0.68,7.62
199008,-7.36,-14.27,-12.07,-1.2,-12.04,-10.72,-12.18,-6.82,-6.63,-11.41,-10.15,-9.49,0.66,7.45
199009,-4.11,-10.58,-8.04,-1.59,-6.66,1.29,-8.4,-4.35,0.48,-9.98,-6.12,-5.52,0.6,7.36
199010,2.45,-3.22,-1.82,-4.2,-3.5,2.8,-3.07,1.43,7.23,-6.36,-1.92,-1.24,0.68,7.17
199011,6.55,4.11,7.4,1.63,11.19,3.1,10.39,9.45,2.3,10.64,6.35,6.92,0.57,7.06
199012,4.41,-0.44,4.89,-2.17,4.18,1.75,3.37,2.75,0.8,5.45,2.46,3.06,0.6,6.74
199101,5.15,7.29,6.44,-2.01,14.96,0.18,9.42,4.53,-1.37,7.48,4.69,5.21,0.52,6.22
199102,10.29,10.24,5.96,8.39,6.41,3.41,8.03,9.85,4.83,9.7,7.19,7.67,0.48,5.94
199103,4.78,1.16,1.36,1.28,0.75,2.34,8.63,5.43,1.71,3.06,2.65,3.09,0.44,5.91
199104,-0.96,-2.35,0.39,2.53,-2.89,1.12,1.94,-1.12,-0.03,1.3,-0.28,0.25,0.53,5.65
199105,3.59,14.72,7.38,-1.39,3.61,-1.45,7.54,4.61,0.16,4.99,3.65,4.12,0.47,5.46
199106,-4.95,-4.46,-4.21,-3.7,-8.82,-1.9,-4.17,-4.16,-2.37,-5.21,-4.94,-4.52,0.42,5.57
199107,5.67,-0.41,3.17,5.02,4.63,3.2,5.39,8.44,3.99,4.69,4.24,4.73,0.49,5.58
199108,5.4,-2.14,1.96,1.75,2.81,0.84,3.68,2.86,3.53,3.1,2.32,2.78,0.46,5.33
199109,-3.25,-2.68,-2.29,-0.7,-1.3,0.54,-3.24,-0.4,3.73,-0.56,-1.59,-1.13,0.46,5.22
199110,-0.6,-1.99,1.52,2.03,1.99,2.11,-1.96,6.64,1.23,2.33,1.29,1.71,0.42,4.99
199111,-0.52,-7.97,-5.45,-7.67,-4.37,-4.92,-1.21,-2.55,1.89,-5.37,-4.19,-3.8,0.39,4.56
199112,14.63,7.64,11.51,1.94,9.13,9.83,13.02,16.47,5.01,12.6,10.84,11.22,0.38,4.07
199201,-3.05,10.49,2.2,-4.15,6.63,-2.62,0.34,-5.55,-4.58,2.11,-0.59,-0.25,0.34,3.8
199202,1.1,12.28,2.04,-0.52,3.86,-1.21,2.6,-2.59,-1.23,3.15,1.09,1.37,0.28,3.84
199203,-1.56,0.79,-1.25,-2.78,-5.17,-0.98,-1.33,-5.46,-0.53,-2.15,-2.66,-2.32,0.34,4.04
199204,0.74,7.9,2.99,9.47,-1.02,6.85,-3.48,-2.15,2.68,0.52,1.07,1.39,0.32,3.75
199205,1.38,-1.92,-0.55,3.2,0.03,-1.7,0.17,1.08,2.54,1.53,0.3,0.58,0.28,3.63
199206,-2.88,2.16,-3.3,-3.48,-4.09,1.24,-1.9,-4.68,0.54,-0.01,-2.34,-2.02,0.32,3.66
199207,4.67,0.43,3.02,5.35,2.98,5.37,3.84,5.72,6.69,3.2,3.77,4.08,0.31,3.21
199208,0.85,-9.46,-3.53,2.57,-4.55,-1.05,-0.54,-3.31,-0.49,-3.41,-2.38,-2.12,0.26,3.13
199209,1.1,0.29,1.81,0.14,3.36,1.81,4.05,-4.9,0.82,3.46,1.19,1.45,0.26,2.91
199210,-0.85,0.06,0.82,-3.46,2.12,-0.53,4.32,3.32,-0.42,2.96,1.02,1.25,0.23,2.86
199211,3.65,8.64,3.96,-2.64,6.35,4.29,7.19,4.87,-0.24,6.02,4.13,4.36,0.23,3.13
199212,0.08,3.37,1.48,1.92,0,5.57,0.62,-1.4,2.7,3.83,1.53,1.81,0.28,3.22
199301,-0.78,9.48,-0.04,2.75,4.84,1.16,0.03,-6.77,2.45,3.28,0.93,1.16,0.23,3
199302,-2.05,-0.28,1.65,6.01,-0.35,5.72,-1.52,-8.94,6.21,0.42,0.12,0.34,0.22,2.93
199303,0.01,5.45,2.25,4.1,2.21,3.26,2.78,0.81,1.77,3.9,2.3,2.55,0.25,2.95
199304,-9.24,2.31,-0.09,1.18,-3.68,-2.87,-8.14,1.31,-0.15,-3.22,-3.05,-2.81,0.24,2.87
199305,2.67,1.08,2.38,1.74,8.78,4.23,5.87,3.61,-0.06,1.71,2.89,3.11,0.22,2.96
199306,-0.75,3.31,-0.21,-1.12,-0.43,4.64,-2.89,-2.93,3.18,2.21,0.31,0.56,0.25,3.07
199307,-2.36,1.68,-0.02,0.48,-3.89,2.15,0.65,-5.99,1.95,2.06,-0.34,-0.1,0.24,3.04
199308,4.28,0.5,3.43,4.22,6.41,5.47,3.97,3.06,3.67,3.46,3.71,3.96,0.25,3.02
199309,-1.79,0.82,-1.96,1.44,1.33,-0.48,-0.33,0.92,-0.63,1.69,-0.12,0.14,0.26,2.95
199310,6.09,7.51,3.17,-1.87,1.6,2.59,4.61,6,-1.96,-2.28,1.41,1.63,0.22,3.02
199311,0.67,0.84,1.18,-5.89,0.01,-6.04,0.68,1.11,-5.51,-2.8,-1.89,-1.64,0.25,3.1
199312,1.46,4.51,3.73,0.53,2.98,-0.44,-2.09,2.49,1.61,2.61,1.65,1.88,0.23,3.06
199401,-0.44,6.96,4.82,4.86,4.72,2.01,0.61,1.92,-1.22,4.42,2.87,3.12,0.25,2.98
199402,-1.28,-4.36,-0.61,-2.97,1.66,-5.53,1.98,-5.55,-4.95,-3.9,-2.55,-2.34,0.21,3.25
199403,-4.05,-6.42,-4.39,-3.63,-3.89,-3.74,-4.62,-6.72,-3.93,-4.3,-4.78,-4.51,0.27,3.5
199404,1.22,-0.45,0.09,4.13,-1.6,1.42,0.25,2.4,2.11,1.25,0.68,0.95,0.27,3.68
199405,-1.33,-2.77,2.09,0.89,2.09,1.66,-1.91,4.37,-5.35,3,0.58,0.89,0.31,4.14
199406,-1.83,-3.43,-2.56,-2.68,-5.23,0.71,-2.62,-3.69,-3.13,-2.64,-3.03,-2.72,0.31,4.14
199407,2.94,3.7,4.55,3.3,3.87,3.2,0.81,1.04,5.16,2.65,2.82,3.1,0.28,4.33
199408,6.05,-0.23,4.76,-0.06,9.27,1.16,4.59,10.71,0.66,3.47,4.01,4.38,0.37,4.48
199409,-0.32,-5.06,-1.65,-2.08,-0.49,-1.1,-2.33,1.73,-2.78,-4.23,-2.31,-1.94,0.37,4.62
199410,2.16,-1.46,0.59,7.37,7.23,-0.09,1.22,0.88,1.56,0.15,1.34,1.72,0.38,4.95
199411,-1.66,-5.07,-5.45,-4.84,-2.14,-5.45,-3.39,0.43,0.26,-5.18,-4.04,-3.67,0.37,5.29
199412,1.32,3.83,4.08,-0.99,2.5,0.9,-2.86,0.52,0.35,1.47,0.86,1.3,0.44,5.6
199501,1.84,-5.84,-0.39,0.37,-0.82,4.2,1.53,6.15,6.23,4.72,1.8,2.22,0.42,5.71
199502,3,5.07,5.51,4.48,6.75,1.51,2.68,2.24,0.82,4.86,3.63,4.03,0.4,5.77
199503,2.73,1.44,3.5,5.27,4.52,0.28,3.49,2.69,-1.75,1.98,2.19,2.65,0.46,5.73
199504,1.84,1.41,2.98,2.34,8.29,1.59,-1.67,3.07,2.38,1.61,2.11,2.55,0.44,5.65
199505,4.72,4.84,3.18,4.08,3.08,0.63,2.7,1.63,6.01,4.47,2.9,3.44,0.54,5.67
199506,1.69,0.83,2.09,-3.09,9.79,3.86,4.92,4.46,-0.46,2.15,2.72,3.19,0.47,5.47
199507,1.25,2.65,3.52,2.3,7.91,5.14,3.53,5.31,-0.38,4.87,3.72,4.17,0.45,5.42
199508,0.68,0.72,-0.18,-1.61,-0.08,4.33,-2.8,1.04,0.98,3.72,0.55,1.02,0.47,5.4
199509,6.69,-0.52,2.25,1.31,1.28,5.63,2.76,7.46,6.24,4.57,3.35,3.78,0.43,5.28
199510,0.36,-4.78,-2.69,-0.24,1.45,-0.12,-5.51,1.15,1.48,-2.05,-1.52,-1.05,0.47,5.28
199511,4.51,5.45,6.49,4.76,-0.68,2.8,6.15,4.95,1.56,6.17,3.96,4.38,0.42,5.36
199512,1.7,3.15,1.54,5.79,-4.2,3.94,-0.81,5.93,5.06,1.13,1.03,1.52,0.49,5.14
199601,2.67,3.49,3.36,-0.36,1.95,2.33,-0.35,5.95,1.91,3.52,2.26,2.69,0.43,5
199602,3.12,2.02,0.9,1.05,6.33,-2.2,4.35,-1.07,-2.58,2.23,1.33,1.72,0.39,4.83
199603,-0.94,4.28,3.48,4.98,-3.42,-1.87,5.96,0.24,-0.47,1.7,0.73,1.12,0.39,4.96
199604,0.1,3.54,1.64,3.44,10.01,2.7,4.22,-0.6,-2.59,0.19,2.06,2.52,0.46,4.95
199605,6.56,2.24,2.36,0.48,3.85,0.06,4.4,3.93,1.35,1.58,2.36,2.78,0.42,5.02
199606,3.24,-4.93,-0.46,0.92,-4.92,0.43,-1.61,-0.19,5.21,-0.25,-1.14,-0.74,0.4,5.09
199607,-4.1,-4.18,-4,-4.67,-7.52,-8.54,-7.51,-6.06,-5.82,-4.32,-5.97,-5.52,0.45,5.15
199608,-0.75,3.16,3.24,2.97,4.42,-0.92,5.84,4.19,2.89,3.91,2.77,3.18,0.41,5.05
199609,3.68,2.39,6.14,4,10.58,1.52,3.53,7.34,0.67,5.07,5.01,5.45,0.44,5.09
199610,1.78,0.13,1.62,5.84,-1.25,-0.73,-2.22,-0.68,3.61,3.96,0.86,1.28,0.42,4.99
199611,5.13,6.01,6.09,5.53,12.02,5.65,3.12,6.66,2.61,7.53,6.25,6.66,0.41,5.03
199612,0.51,-3.19,-0.42,0.8,-2.53,2.63,-3.46,-2.66,0.14,-1.8,-1.7,-1.24,0.46,4.91
199701,5.58,3.16,4.25,4.32,9.38,2.34,0.17,9.55,0.9,6.04,4.98,5.43,0.45,5.03
199702,4.09,0.35,0.81,-5.69,-7.44,2.28,3.08,0.94,-0.57,2.6,-0.49,-0.1,0.39,5.01
199703,-5.12,-3.94,-3.73,5.21,-5.55,-7.6,-1.29,-7.4,-2.76,-5.89,-5.02,-4.59,0.43,5.14
199704,5.19,2.31,5.34,0.05,8.15,2.54,2.21,6.16,-1.39,5.23,4.04,4.47,0.43,5.16
199705,5.89,6.67,7.81,7.33,10.14,6.64,6.04,6.91,3.77,6.25,6.74,7.23,0.49,5.05
199706,3.53,3.9,5.21,1.31,1.34,3.78,5.02,8.89,3.06,5.37,4.1,4.47,0.37,4.93
199707,3.35,7.46,7.15,7.4,15.96,2.75,7.78,2.06,2.81,9.23,7.33,7.76,0.43,5.05
199708,-6.25,1.37,-5.56,0.24,-1.3,-2.28,-2.58,-6.14,-1.16,-4.79,-4.15,-3.74,0.41,5.14
199709,5.56,5.34,3.31,6.3,3.47,9.68,5.19,6.61,4.65,7.91,5.35,5.79,0.44,4.95
199710,-3.14,-3.3,-5.89,-2.01,-8.42,3.33,-2.2,0.26,0.94,-2.63,-3.8,-3.38,0.42,4.97
199711,6.45,-1.63,4.23,-3.55,1.46,10.26,5.35,2.86,7.14,3.02,2.98,3.37,0.39,5.14
199712,3.78,4.1,-0.25,-1.51,-4.18,4.56,-0.24,3.55,7.97,5.34,1.32,1.8,0.48,5.16
199801,-2.89,0.55,0.72,-5.73,5.25,4.84,0.91,5.73,-4.37,-2.12,0.15,0.58,0.43,5.04
199802,5.14,12.28,7.12,6.83,10.42,2.62,10.38,5.45,2.65,8.19,7.04,7.43,0.39,5.09
199803,5.72,6.24,4.87,4.8,1.33,9.81,6.55,3.61,6.77,5.79,4.76,5.15,0.39,5.03
199804,-3.1,0.99,1.25,3.8,5.08,-3.03,-0.38,1.92,-2.51,1.82,0.73,1.16,0.43,4.95
199805,1.08,7.2,-2.47,-4.2,-6.95,-1.65,2.14,-2.47,-0.88,-3.01,-3.07,-2.67,0.4,5
199806,3.8,1.8,-0.57,-1.36,8.73,3.21,4.81,6.18,2.84,3.13,3.18,3.59,0.41,4.98
199807,-4.07,-1.32,-5.76,-6.79,0.47,3.83,-3.1,-0.22,-5.34,-1.71,-2.46,-2.06,0.4,4.96
199808,-12.99,-19.17,-14.29,-10.41,-17.6,-11.74,-14.24,-12.26,2.25,-21.36,-16.08,-15.65,0.43,4.9
199809,1.3,1.55,0.57,13.01,15.2,10.02,1.48,12,7.98,2.68,6.15,6.61,0.46,4.61
199810,10.8,11.71,11.19,1.28,6.35,6.82,10.56,3.85,-1.76,8.98,7.13,7.45,0.32,3.96
199811,6.33,4.84,3.59,0.45,11.62,3.67,9.55,6.18,1.35,6.2,6.1,6.41,0.31,4.41
199812,0.51,4.26,2.33,-1.16,15.25,14.32,8.97,5.02,2.83,3.6,6.16,6.54,0.38,4.39
199901,-3.41,5.43,0.56,-5.51,15.09,8.79,2.36,0.24,-6.26,1.11,3.5,3.85,0.35,4.34
199902,-3.78,-4.31,-1.95,-3.17,-11.46,-2.92,-1.5,0.23,-3.78,-0.01,-4.08,-3.73,0.35,4.44
199903,-1.96,-0.84,4.75,15.42,8.51,-0.66,2.79,2.55,-1.69,2.41,3.45,3.88,0.43,4.44
199904,3.76,10.33,9.27,15.91,2.36,8.33,0.51,-5.54,7.18,6.77,4.33,4.7,0.37,4.29
199905,1.41,-5.54,-3.17,-3.13,-0.67,1.03,-2.88,-2.05,6.72,-3.52,-2.46,-2.12,0.34,4.5
199906,0.33,0.59,4.56,-1.48,11.72,5.85,7.92,4.49,-4.29,3.24,4.77,5.17,0.4,4.57
199907,-2.48,-5.97,-1.1,1.65,-1.8,-1.61,-5.02,-4.44,-0.61,-6.06,-3.47,-3.09,0.38,4.55
199908,-4.63,1.12,-0.36,1.86,5.45,-7.57,-5.97,3.72,0.62,-5.12,-1.38,-0.99,0.39,4.72
199909,-6.78,-7.76,-2.82,-3.88,-0.21,4.45,1.45,-7.09,-4.31,-4.39,-2.81,-2.42,0.39,4.68
199910,6.46,4.44,4.37,-1.58,3.25,9.53,3.34,10.78,2.17,11.42,6.13,6.52,0.39,4.86
