date,RF,S--L,S--2,S--3,S--4,S--H,2--L,2--2,2--3,2--4,2--H,3--L,3--2,3--3,3--4,3--H,4--L,4--2,4--3,4--4,4--H,Mkt-RF,Mkt,Mkt-RF3,RF3
19711128,0.0037,-0.0373,-0.0608,-0.0433,-0.0482,-0.059,-0.0201,-0.0287,-0.0199,-0.0298,-0.0305,-0.0229,-0.0143,-0.0126,-0.0499,-0.0573,0.0012,-0.0238,-0.0281,0.0017,-0.0484,-0.005,-0.0013,-0.005,0.37
19711228,0.0037,0.1424,0.135,0.1054,0.1138,0.1291,0.1261,0.1354,0.1268,0.1071,0.1229,0.1374,0.092,0.0968,0.1131,0.1266,0.1181,0.0934,0.0864,0.0752,0.1256,0.0876,0.0913,0.0876,0.37
19720128,0.0029,0.1277,0.1308,0.1088,0.1072,0.1458,0.0922,0.0603,0.0563,0.0632,0.1041,0.0577,0.0364,0.025,0.0573,0.0797,0.0258,0.0157,0.0133,0.0284,0.0729,0.0255,0.0284,0.024966667,0.343333333
19720228,0.0025,0.027,0.0488,0.0365,0.0425,0.0327,0.0492,0.0406,0.0405,0.0138,0.0382,0.0663,0.0365,0.0214,-0.0067,0.0142,0.054,0.0143,-0.0001,0.018,0.0011,0.0288,0.0313,0.028266667,0.303333333
19720328,0.0027,0.0266,-0.0034,-0.0221,-0.017,-0.0076,0.0179,0.0128,-0.0122,-0.0027,-0.0186,0.0217,0.0092,0.0176,-0.0009,-0.02,0.0085,-0.0056,0.0261,0.0144,0.0043,0.006,0.0087,0.006,0.27
19720428,0.0029,-0.0151,0.0022,-0.0156,0.0126,0.0071,-0.0045,0.0035,0.02,0.018,0.0138,0.013,-0.0095,-0.0066,0.007,0.0035,-0.0097,-0.0113,-0.0046,0.0086,0.0356,0.0026,0.0055,0.0028,0.27
19720528,0.003,-0.0173,-0.0173,-0.0465,-0.0244,-0.026,-0.0086,-0.0188,-0.0225,-0.0372,-0.0178,0.0092,-0.0207,0.0026,-0.0133,-0.0382,0.032,-0.0179,-0.0185,-0.0048,-0.0039,0.0134,0.0164,0.013533333,0.286666667
19720628,0.0029,-0.0454,-0.0506,-0.0394,-0.0332,-0.0396,-0.0486,-0.0223,-0.0186,-0.0171,0.0043,-0.0041,-0.02,-0.0436,-0.0459,-0.062,-0.0454,-0.0207,-0.0253,-0.0471,-0.0789,-0.0238,-0.0209,-0.023833333,0.293333333
19720728,0.0031,-0.074,-0.051,-0.0451,-0.0369,-0.0311,-0.0558,-0.0509,-0.0372,-0.0226,-0.0412,-0.0356,-0.0177,-0.0368,-0.0085,-0.0136,-0.0384,-0.0452,-0.0235,-0.0043,-0.024,-0.0074,-0.0043,-0.0073,0.3
19720828,0.0029,-0.02,-0.0283,0.0036,-0.0044,0.02,-0.0091,-0.0188,0.0184,0.0149,0.0429,0.0001,0.0196,0.0273,0.0496,0.0323,-0.0032,0.0236,0.0471,0.0493,0.0677,0.0331,0.036,0.033033333,0.296666667
19720928,0.0034,-0.0525,-0.0513,-0.0506,-0.0415,-0.0448,-0.0385,-0.039,-0.0249,-0.025,-0.0391,-0.0203,-0.0285,-0.0144,-0.0221,-0.0316,-0.0215,-0.0373,-0.0079,-0.0271,-0.0434,-0.0111,-0.0077,-0.010833333,0.313333333
19721028,0.004,-0.037,-0.0372,-0.0321,-0.0238,-0.0229,-0.0444,-0.0077,0.0115,0.003,-0.0115,-0.0312,-0.0119,0.0091,0.0033,-0.001,-0.0203,-0.0083,0.0103,0.0191,-0.0134,0.0047,0.0087,0.005266667,0.343333333
19721128,0.0037,-0.0082,0.0373,0.0433,0.056,0.0558,0.0415,0.045,0.0679,0.0427,0.0721,0.0266,0.037,0.0622,0.0711,0.0687,0.0625,0.0746,0.0638,0.0656,0.1068,0.0461,0.0498,0.0461,0.37
19721228,0.0037,-0.0227,-0.0266,-0.0358,-0.0289,-0.0185,-0.0099,-0.0307,-0.0003,-0.038,-0.0275,0.0063,-0.0069,-0.0105,-0.014,-0.0298,0.0019,-0.0144,-0.0095,-0.0215,-0.0478,0.0075,0.0112,0.0074,0.38
19730128,0.0044,-0.0855,-0.0543,-0.0319,-0.0406,-0.0182,-0.1096,-0.0611,-0.0739,-0.0364,-0.0589,-0.0793,-0.0781,-0.0643,-0.0411,-0.0583,-0.0686,-0.0781,-0.0602,-0.0388,-0.0465,-0.0321,-0.0277,-0.031633333,0.393333333
19730228,0.0041,-0.1425,-0.0925,-0.0884,-0.087,-0.0632,-0.1424,-0.0852,-0.0799,-0.0633,-0.0589,-0.1135,-0.0866,-0.083,-0.0332,-0.0748,-0.0866,-0.0794,-0.0483,-0.0407,-0.0249,-0.0486,-0.0445,-0.048566667,0.406666667
19730328,0.0046,-0.0722,-0.0482,-0.0297,-0.0142,-0.0222,-0.0586,-0.0279,-0.0309,-0.0247,-0.0059,-0.0535,-0.0473,-0.0252,-0.023,-0.0019,-0.0438,-0.0456,-0.0247,-0.0259,0.0038,-0.0125,-0.0079,-0.012266667,0.436666667
19730428,0.0052,-0.1227,-0.1023,-0.0719,-0.0696,-0.0587,-0.1459,-0.0999,-0.0636,-0.0495,-0.0514,-0.1175,-0.0685,-0.0439,-0.04,-0.0463,-0.1142,-0.0871,-0.0322,-0.0343,-0.0513,-0.0569,-0.0517,-0.056333333,0.463333333
19730528,0.0051,-0.1154,-0.1144,-0.0932,-0.0824,-0.0864,-0.1184,-0.096,-0.0806,-0.0707,-0.0948,-0.094,-0.0853,-0.0533,-0.0327,-0.0718,-0.0756,-0.0821,-0.029,-0.0296,-0.0503,-0.0296,-0.0245,-0.029466667,0.496666667
19730628,0.0051,-0.0531,-0.0468,-0.0507,-0.0342,-0.0282,-0.0731,-0.047,-0.0331,-0.0247,-0.0205,-0.07,-0.0322,-0.0235,-0.0142,-0.0368,-0.051,-0.0452,-0.0336,-0.015,-0.0423,-0.0138,-0.0087,-0.013833333,0.513333333
19730728,0.0064,0.1827,0.153,0.1147,0.1295,0.097,0.2154,0.136,0.1055,0.0643,0.0926,0.1861,0.0894,0.063,0.0128,0.0707,0.1467,0.087,0.0598,0.0255,0.0828,0.0507,0.0571,0.051566667,0.553333333
19730828,0.007,-0.0617,-0.0741,-0.0648,-0.0676,-0.0527,-0.0355,-0.0817,-0.0549,-0.0568,-0.0464,-0.0372,-0.0483,-0.0479,-0.0318,-0.0165,-0.0318,-0.0167,-0.024,-0.0372,-0.0081,-0.0367,-0.0297,-0.035866667,0.616666667
19730928,0.0068,0.1118,0.109,0.0619,0.0722,0.0627,0.102,0.1094,0.1045,0.0646,0.0962,0.1054,0.0921,0.0912,0.08,0.0987,0.0923,0.1101,0.1059,0.0899,0.0984,0.0472,0.054,0.047266667,0.673333333
19731028,0.0065,-0.032,-0.0019,0.0021,-0.0046,0.0067,-0.0395,-0.0303,0.0071,0.0051,0.0074,-0.0453,0.0158,0.0001,-0.0085,0.0062,-0.0325,-0.0211,0.0098,-0.0089,0.0115,-0.0068,-0.0003,-0.007066667,0.676666667
19731128,0.0056,-0.2545,-0.221,-0.1972,-0.1735,-0.185,-0.2391,-0.2097,-0.1946,-0.1642,-0.1638,-0.2332,-0.1875,-0.1652,-0.1283,-0.1617,-0.2074,-0.1784,-0.1465,-0.1265,-0.154,-0.1265,-0.1209,-0.1272,0.63
19731228,0.0064,-0.0438,-0.0544,-0.0484,-0.0365,-0.048,-0.0137,-0.0472,-0.0128,-0.0179,-0.015,-0.0212,0.0033,-0.0011,0.0036,0.0203,-0.0062,0.0219,0.0633,0.0227,0.0598,0.005,0.0114,0.005233333,0.616666667
19740128,0.0063,0.0956,0.1372,0.1408,0.1194,0.1807,0.0403,0.0995,0.0868,0.1009,0.1269,0.046,0.0371,0.0784,0.0682,0.1043,-0.0225,0.0139,0.0234,0.0716,0.0485,-0.0019,0.0044,-0.0017,0.61
19740228,0.0058,-0.0092,-0.0132,-0.0097,-0.007,0.005,-0.0027,0.0136,0.0053,0.0105,0.0353,-0.0313,-0.0097,0.0119,-0.0007,0.0157,-0.0295,0.0029,0.0142,0.0119,0.0288,-0.0035,0.0023,-0.003866667,0.616666667
19740328,0.0056,-0.0029,-0.0141,0,0.0076,0.0139,-0.0218,0.01,-0.0212,-0.0148,0.0009,-0.0235,-0.0145,-0.0352,-0.0199,-0.0161,-0.0318,-0.0424,-0.0526,-0.0337,-0.0277,-0.029,-0.0234,-0.0293,0.59
19740428,0.0075,-0.055,-0.0653,-0.0594,-0.0627,-0.0473,-0.0903,-0.0709,-0.0658,-0.0454,-0.0417,-0.0692,-0.0813,-0.0487,-0.0676,-0.033,-0.076,-0.0767,-0.0668,-0.0726,-0.0239,-0.0535,-0.046,-0.0523,0.63
19740528,0.0075,-0.0901,-0.0802,-0.089,-0.0757,-0.0672,-0.0728,-0.0851,-0.0831,-0.0794,-0.0805,-0.0781,-0.1013,-0.0728,-0.0776,-0.0919,-0.0699,-0.0971,-0.0632,-0.068,-0.0793,-0.0495,-0.042,-0.048866667,0.686666667
19740628,0.006,-0.0412,-0.0392,-0.0278,-0.0298,-0.0208,-0.0446,-0.0419,-0.0338,-0.0124,-0.0106,-0.051,-0.0307,-0.0408,-0.0515,-0.0103,-0.0371,-0.0437,-0.0318,-0.0519,-0.0503,-0.0289,-0.0229,-0.0299,0.7
19740728,0.007,-0.0952,-0.0632,-0.0596,-0.0531,-0.046,-0.0788,-0.0451,-0.0509,-0.0423,-0.034,-0.0742,-0.0311,-0.0284,-0.0387,0.004,-0.092,-0.0672,-0.0322,-0.0143,-0.015,-0.0779,-0.0709,-0.077733333,0.683333333
19740828,0.006,-0.105,-0.0895,-0.0812,-0.081,-0.0744,-0.1,-0.1173,-0.0688,-0.0833,-0.0596,-0.1137,-0.1088,-0.0712,-0.077,-0.0739,-0.1236,-0.0922,-0.0872,-0.0719,-0.0672,-0.0937,-0.0877,-0.094033333,0.633333333
19740928,0.0081,-0.1391,-0.091,-0.078,-0.0774,-0.0916,-0.1248,-0.078,-0.088,-0.0852,-0.0808,-0.1384,-0.0922,-0.0781,-0.0538,-0.0668,-0.1236,-0.0796,-0.0606,-0.0713,-0.0892,-0.1178,-0.1097,-0.116733333,0.703333333
19741028,0.0051,0.1468,0.0664,0.0634,0.0732,0.0873,0.1595,0.1038,0.0637,0.0775,0.0617,0.1811,0.1016,0.0657,0.0796,0.0863,0.2068,0.1237,0.1061,0.0915,0.0984,0.1605,0.1656,0.1592,0.64
19741128,0.0054,-0.0637,-0.0608,-0.0568,-0.0576,-0.0726,-0.0574,-0.0504,-0.045,-0.0575,-0.0738,-0.0498,-0.0456,-0.0325,-0.0486,-0.0188,-0.0275,-0.0097,-0.0146,-0.0433,-0.0639,-0.0464,-0.041,-0.0472,0.62
19741228,0.007,-0.0768,-0.0884,-0.0801,-0.0813,-0.0973,-0.0723,-0.0653,-0.0628,-0.0749,-0.0654,-0.0628,-0.0496,-0.0483,-0.0578,-0.0765,-0.0522,-0.0316,-0.048,-0.0268,-0.1026,-0.034,-0.027,-0.032833333,0.583333333
19750128,0.0058,0.2589,0.2895,0.2772,0.2725,0.3209,0.2066,0.2557,0.2625,0.2651,0.2876,0.1853,0.2428,0.2146,0.2293,0.2713,0.1511,0.1996,0.2295,0.2384,0.2715,0.1356,0.1414,0.135333333,0.606666667
19750228,0.0043,0.0643,0.0481,0.0266,0.0297,0.0441,0.0887,0.0619,0.0119,0.0349,0.0164,0.0689,0.0257,0.0268,0.0441,0.041,0.0601,0.0218,0.0126,0.0271,0.0201,0.0543,0.0586,0.0529,0.57
19750328,0.0041,0.0859,0.1042,0.0835,0.074,0.0939,0.0601,0.0641,0.067,0.0564,0.0786,0.055,0.0627,0.0374,0.0687,0.052,0.055,0.0582,0.0509,0.0496,0.0388,0.0261,0.0302,0.025466667,0.473333333
19750428,0.0044,0.0609,0.0576,0.0394,0.0247,0.0231,0.06,0.0353,0.024,0.009,0.0377,0.0502,0.0478,0.046,0.0314,0.0274,0.0651,0.0275,0.0248,0.0534,0.0402,0.042,0.0464,0.042133333,0.426666667
19750528,0.0044,0.1124,0.1057,0.0803,0.0723,0.0635,0.115,0.0707,0.0653,0.074,0.0708,0.0492,0.076,0.0389,0.0744,0.0103,0.0728,0.0582,0.0495,0.0382,0.0478,0.0508,0.0552,0.0509,0.43
19750628,0.0041,0.0559,0.0725,0.0708,0.0854,0.0708,0.0905,0.0663,0.0655,0.0785,0.0286,0.0531,0.0472,0.0629,0.0561,0.0502,0.0482,0.073,0.0703,0.1032,0.0786,0.0475,0.0516,0.0473,0.43
19750728,0.0048,-0.0201,-0.0033,-0.0209,-0.0064,-0.0114,-0.0389,-0.0369,-0.0325,-0.0409,-0.0443,-0.0559,-0.0377,-0.0404,-0.0449,-0.0628,-0.0776,-0.0695,-0.0447,-0.0489,-0.0732,-0.0652,-0.0604,-0.064833333,0.443333333
19750828,0.0048,-0.0748,-0.0688,-0.0529,-0.0583,-0.0819,-0.0497,-0.0448,-0.056,-0.046,-0.088,-0.0445,-0.0392,-0.039,-0.0465,-0.0604,-0.0492,-0.0386,-0.033,-0.0284,-0.0118,-0.0284,-0.0236,-0.028166667,0.456666667
19750928,0.0053,-0.0589,-0.0303,-0.0356,-0.0347,-0.0443,-0.0391,-0.0446,-0.0416,-0.0379,-0.0533,-0.0586,-0.0346,-0.0442,-0.0478,-0.0496,-0.0507,-0.0356,-0.0446,-0.0344,-0.0498,-0.0433,-0.038,-0.042966667,0.496666667
19751028,0.0056,0.0093,0.0078,0.0234,0.0223,0.0036,0.015,0.036,0.009,0.0313,0.038,0.0123,0.0314,0.0318,0.0413,0.0048,0.0532,0.054,0.0661,0.0472,0.0641,0.0504,0.056,0.050766667,0.523333333
19751128,0.0041,-0.0034,0.0144,0.0168,0.0204,0.0327,-0.0037,0.0281,0.0166,0.0362,0.035,0.0147,0.0215,0.0433,0.0376,0.0036,0.0257,0.0369,0.033,0.069,0.0567,0.0271,0.0312,0.0262,0.5
19751228,0.0048,-0.0137,-0.017,-0.0167,-0.0149,-0.0191,-0.0298,-0.0197,0.0007,-0.011,-0.0251,-0.0136,-0.0124,0.0014,-0.005,0.0236,-0.0278,0.001,-0.0045,-0.0121,-0.0126,-0.0158,-0.011,-0.015833333,0.483333333
19760128,0.0047,0.1536,0.1661,0.2021,0.2186,0.2634,0.1239,0.1608,0.1642,0.2033,0.263,0.1552,0.1496,0.1631,0.1813,0.218,0.1231,0.1343,0.1571,0.1751,0.2213,0.1213,0.126,0.121466667,0.453333333
19760228,0.0034,0.0949,0.0688,0.1009,0.118,0.1554,0.0694,0.0617,0.0691,0.0817,0.111,0.0366,0.0322,0.0526,0.0723,0.1144,0.0027,0.0297,0.0387,0.0496,0.0349,0.0038,0.0072,0.0029,0.43
19760328,0.004,0.0312,0.018,0.0154,0.0018,0.0128,0.0069,0.0034,0.001,0.0081,0.0209,0.0075,0.0045,0.0157,0.0167,0.0178,0.0049,0.0185,0.0065,0.0168,0.0639,0.0228,0.0268,0.022766667,0.403333333
19760428,0.0042,-0.0181,-0.0108,-0.0313,-0.0153,-0.0208,-0.0149,-0.0198,-0.0088,-0.0147,-0.0228,-0.0173,-0.0026,-0.0114,-0.0124,-0.0097,-0.0201,-0.0176,-0.0086,-0.0236,-0.0413,-0.0147,-0.0105,-0.014366667,0.386666667
19760528,0.0037,-0.0219,-0.0201,-0.0188,-0.0389,-0.0519,-0.0109,-0.0251,-0.0123,-0.0295,-0.0474,-0.0184,-0.0176,-0.0194,-0.0167,-0.0338,-0.0285,-0.0156,-0.0135,-0.0426,0.0084,-0.0131,-0.0094,-0.013366667,0.396666667
19760628,0.0043,0.0369,0.0185,0.0167,0.0261,0.0154,0.0202,0.0256,0.0336,0.0281,0.0579,0.0381,0.0474,0.0612,0.0418,0.0707,0.0379,0.0449,0.0687,0.075,0.0347,0.0401,0.0444,0.040333333,0.406666667
19760728,0.0047,-0.0148,-0.024,0.0029,-0.0078,0.0069,-0.0147,-0.0048,0.0207,-0.0036,0.0094,-0.02,-0.0127,-0.0002,0.003,-0.0054,-0.0201,-0.0001,-0.001,0.0108,0.0117,-0.0108,-0.0061,-0.010333333,0.423333333
19760828,0.0042,-0.0473,-0.0213,-0.016,-0.0181,-0.0197,-0.0481,-0.0211,-0.0307,-0.0155,-0.0172,-0.0303,-0.0175,-0.014,-0.0067,-0.0414,-0.0308,-0.0005,0.0124,-0.0163,0.0023,-0.0056,-0.0014,-0.0058,0.44
19760928,0.0044,0.0185,0.0137,0.0062,0.0172,0.0149,0.037,0.041,0.022,0.0295,0.0142,0.03,0.0254,0.0206,0.0237,0.0107,0.0181,0.0173,0.0251,0.0244,0.0084,0.0201,0.0245,0.020066667,0.443333333
19761028,0.0041,-0.0316,-0.019,-0.0199,-0.0195,-0.0275,-0.0333,-0.0369,-0.0266,-0.0176,-0.017,-0.0382,-0.0003,-0.0181,-0.0147,-0.0407,-0.0264,-0.0174,-0.0168,-0.0207,-0.0285,-0.0245,-0.0204,-0.024633333,0.423333333
19761128,0.004,0.0522,0.0288,0.0151,0.0214,0.0247,0.0279,0.0296,0.0258,0.0386,0.0466,0.0335,0.0295,0.0289,0.039,0.0653,0.04,0.0291,0.0292,0.0148,0.0116,0.0016,0.0056,0.001433333,0.416666667
19761228,0.004,0.1035,0.0888,0.0932,0.1056,0.0954,0.0851,0.0871,0.0891,0.0892,0.1069,0.054,0.0912,0.0831,0.0786,0.0818,0.0568,0.0665,0.071,0.0907,0.091,0.0576,0.0616,0.057566667,0.403333333
19770128,0.0036,0.0258,0.0394,0.0229,0.0408,0.0544,-0.0054,0.0179,0.0012,0.0152,0.0302,-0.0257,-0.0045,0.0069,0.0071,0.0006,-0.0452,-0.0302,-0.0287,-0.0019,0.0139,-0.0399,-0.0363,-0.040166667,0.386666667
19770228,0.0035,-0.0072,-0.0075,-0.008,-0.0074,0.0007,-0.0201,-0.0134,-0.007,-0.0028,-0.0202,-0.0448,-0.0116,-0.027,-0.0003,-0.0347,-0.0335,-0.0203,-0.0229,-0.0227,-0.024,-0.0193,-0.0158,-0.0195,0.37
19770328,0.0038,-0.0025,-0.001,0.0107,0.0109,0.0091,-0.0004,-0.0091,0.0116,-0.005,-0.0119,-0.0043,0.0096,-0.0072,-0.0013,-0.0001,-0.0224,-0.0011,0.0067,0.0018,0.0469,-0.013,-0.0092,-0.012833333,0.363333333
19770428,0.0038,0.0101,-0.0009,0.014,0.0221,0.0215,0.0084,0.0132,0.0094,0.0184,0.0252,0.001,0.0043,0.0152,0.0223,0.0215,-0.0108,0.0182,0.0238,0.027,0.024,0.0012,0.005,0.0013,0.37
19770528,0.0037,-0.019,-0.0082,0.0007,-0.0015,0.0091,0.0054,-0.0131,-0.007,0.005,-0.0194,-0.0104,-0.0032,0.0034,0.0035,-0.0029,-0.0083,-0.0139,-0.0042,-0.0162,-0.0149,-0.0145,-0.0108,-0.014566667,0.376666667
19770628,0.004,0.0542,0.0616,0.0659,0.0513,0.0686,0.0817,0.0613,0.0588,0.0512,0.0925,0.0854,0.0577,0.0569,0.0419,0.0601,0.0604,0.0453,0.0451,0.044,0.0555,0.0474,0.0514,0.047566667,0.383333333
19770728,0.0042,0.0071,0.0034,0.0074,0.0019,0.0079,-0.0154,-0.0034,-0.0117,0.0024,-0.0007,-0.0038,-0.0059,-0.0173,-0.0158,-0.0118,-0.015,-0.0359,-0.0115,-0.015,-0.048,-0.017,-0.0128,-0.016766667,0.396666667
19770828,0.0044,0.0049,-0.0045,-0.0107,-0.0177,-0.0214,0.0003,-0.0114,-0.0216,-0.0124,-0.0209,0.0139,-0.0168,-0.0134,-0.0081,-0.0153,-0.0197,-0.0165,-0.0251,-0.0275,-0.0419,-0.0178,-0.0134,-0.0176,0.42
19770928,0.0043,0.0192,0.0162,0.0059,0.0147,0.0089,0.0091,0.0038,0.01,0.0007,-0.0121,0.0149,0.0129,0.0092,-0.0031,-0.0095,0.0058,-0.0016,0.0053,0.0067,-0.0147,-0.0027,0.0016,-0.0027,0.43
19771028,0.0049,-0.0522,-0.0308,-0.0275,-0.0178,-0.026,-0.0576,-0.0291,-0.0432,-0.003,-0.021,-0.0402,-0.0275,-0.0294,-0.0294,-0.0312,-0.0457,-0.0363,-0.0337,-0.046,-0.0537,-0.0442,-0.0393,-0.043833333,0.453333333
19771128,0.005,0.0896,0.0827,0.076,0.0647,0.0846,0.0782,0.0898,0.0828,0.0651,0.0776,0.0621,0.0705,0.0552,0.058,0.0788,0.0667,0.0559,0.0487,0.0675,0.0663,0.0404,0.0454,0.040666667,0.473333333
19771228,0.0049,0.0434,0.032,0.0208,0.0228,0.0124,0.0249,0.012,0.0012,0.0006,0.0186,0.011,0.0023,0.0131,0.0051,-0.0032,-0.0014,0.0038,0.0003,-0.0088,-0.0107,0.0033,0.0082,0.003266667,0.493333333
19780128,0.0049,-0.017,-0.0366,-0.0203,-0.0164,-0.003,-0.0587,-0.0615,-0.0303,-0.0227,-0.0252,-0.0722,-0.0587,-0.0375,-0.0408,-0.0156,-0.0646,-0.068,-0.0595,-0.0505,-0.0219,-0.0601,-0.0552,-0.060133333,0.493333333
19780228,0.0046,0.0281,0.0262,0.0345,0.0273,0.0304,0.0127,0.0119,0.004,0.0177,0.0011,0.0012,0.0106,0.0005,0.0029,0.0068,-0.0182,-0.011,-0.0121,0.0065,-0.0271,-0.0139,-0.0093,-0.0141,0.48
19780328,0.0053,0.0787,0.0686,0.0738,0.0629,0.0751,0.0559,0.0535,0.0693,0.0591,0.0684,0.0502,0.0524,0.0413,0.0408,0.0689,0.0442,0.0425,0.0415,0.0411,0.0428,0.0287,0.034,0.029066667,0.493333333
19780428,0.0054,0.096,0.0819,0.0768,0.0659,0.0788,0.0929,0.0664,0.0783,0.0672,0.0567,0.0934,0.081,0.0697,0.0462,0.0546,0.0803,0.0683,0.049,0.0537,0.0797,0.0775,0.0829,0.0778,0.51
19780528,0.0051,0.078,0.0576,0.0817,0.0583,0.0744,0.0645,0.0656,0.0435,0.0346,0.0468,0.0577,0.0465,0.0491,0.018,0.035,0.043,0.0319,0.0097,0.0165,0.0319,0.0181,0.0232,0.017933333,0.526666667
19780628,0.0054,0.0026,-0.0014,-0.0018,-0.0041,-0.0025,-0.0175,-0.0312,-0.0003,0.0287,-0.0078,-0.0113,-0.0152,0.0027,0.0035,0.0068,-0.0155,-0.0108,-0.0048,-0.0003,-0.0115,-0.0162,-0.0108,-0.0161,0.53
19780728,0.0056,0.0631,0.0552,0.0543,0.042,0.0412,0.0743,0.0458,0.0548,0.0443,0.0777,0.0616,0.044,0.0363,0.0389,0.0313,0.0539,0.053,0.058,0.053,0.0843,0.0511,0.0567,0.051333333,0.536666667
19780828,0.0055,0.0914,0.0878,0.0782,0.0737,0.0963,0.0847,0.0719,0.0884,0.0644,0.0883,0.0751,0.0799,0.0597,0.0434,0.0954,0.0709,0.0573,0.0372,0.0353,0.0261,0.0369,0.0424,0.0369,0.553333333
19780928,0.0062,-0.0174,-0.0018,-0.0257,-0.0072,-0.0041,-0.0238,-0.0226,-0.0229,-0.0007,-0.0241,-0.0381,-0.0159,-0.0182,-0.0097,-0.0151,-0.0394,-0.0276,-0.0009,-0.0054,-0.0155,-0.0131,-0.0069,-0.012666667,0.58
19781028,0.0068,-0.2758,-0.2402,-0.2233,-0.1936,-0.2179,-0.255,-0.1969,-0.1924,-0.1571,-0.1938,-0.1951,-0.1925,-0.1503,-0.151,-0.2,-0.1639,-0.1372,-0.1418,-0.1276,-0.1477,-0.1178,-0.111,-0.117166667,0.62
19781128,0.007,0.0799,0.07,0.0604,0.0374,0.0342,0.1076,0.0452,0.0393,0.0209,0.0509,0.0639,0.0436,0.0363,0.0239,0.0198,0.0379,0.0153,0.0299,0.0077,0.0131,0.0268,0.0338,0.027133333,0.666666667
19781228,0.0078,0.0264,0.0249,0.0153,0.0034,-0.001,0.0222,0.027,0.0067,0.0179,0.0137,0.0226,0.0107,-0.0054,0.0056,0.029,0.0025,0.0092,0.0067,-0.0024,-0.0045,0.0099,0.0177,0.0105,0.72
19790128,0.0077,0.0934,0.0908,0.0748,0.0969,0.1084,0.0777,0.0736,0.0687,0.0645,0.0898,0.0615,0.0589,0.0705,0.0621,0.0896,0.0497,0.0435,0.0538,0.0755,0.0607,0.0418,0.0495,0.042,0.75
19790228,0.0073,-0.0369,-0.0405,-0.0321,-0.0354,-0.0209,-0.0371,-0.0377,-0.0357,-0.0403,-0.0292,-0.055,-0.0253,-0.0312,-0.022,-0.0161,-0.0458,-0.0435,-0.0386,-0.0405,-0.0468,-0.0341,-0.0268,-0.0344,0.76
19790328,0.0081,0.113,0.0863,0.0709,0.0625,0.0758,0.1153,0.0805,0.076,0.0639,0.0747,0.0993,0.0866,0.0591,0.0822,0.1207,0.0692,0.07,0.0624,0.0718,0.0843,0.0575,0.0656,0.0579,0.77
19790428,0.008,0.0234,0.0204,0.0146,0.0218,0.026,0.0071,0.0215,0.0142,0.0205,0.0125,0.0055,0.0046,0.0139,0.0119,0.0329,0.0136,-0.0003,0.008,-0.0059,0.0122,0.0005,0.0085,0.0007,0.78
19790528,0.0082,-0.0351,-0.0175,-0.0243,-0.0168,-0.0197,-0.0324,-0.0255,-0.0102,-0.0107,-0.0179,-0.0433,-0.0371,-0.0099,-0.0034,-0.0302,-0.0109,-0.0233,-0.0237,-0.0134,-0.0195,-0.0218,-0.0136,-0.0217,0.81
19790628,0.0081,0.0521,0.0493,0.0447,0.037,0.0457,0.0628,0.0508,0.0288,0.05,0.0771,0.0285,0.0394,0.0548,0.0527,0.0567,0.0422,0.065,0.0565,0.0708,0.0557,0.0388,0.0469,0.0388,0.81
19790728,0.0077,0.0141,0.0211,0.0227,0.0233,0.0147,0.0127,0.0136,0.0228,0.0409,0.0308,0.025,0.0333,0.0341,0.0199,0.0447,0.007,0.0251,0.0202,0.0163,0.0172,0.0073,0.015,0.007,0.8
19790828,0.0077,0.0789,0.0812,0.0569,0.0618,0.0717,0.0784,0.0778,0.0629,0.0606,0.064,0.0853,0.0727,0.0502,0.0507,0.0571,0.0785,0.0558,0.0586,0.0431,0.0738,0.057,0.0647,0.056866667,0.783333333
19790928,0.0083,-0.0095,-0.0104,-0.0234,-0.0135,-0.0182,-0.0009,-0.0007,-0.0346,-0.0232,-0.0276,0.0059,-0.0088,-0.0212,-0.0396,-0.0239,-0.0097,-0.0119,-0.0067,-0.0272,-0.0236,-0.0069,0.0014,-0.0065,0.79
19791028,0.0087,-0.1192,-0.1061,-0.1224,-0.1028,-0.1253,-0.1006,-0.1084,-0.1242,-0.1277,-0.121,-0.0898,-0.092,-0.1125,-0.0853,-0.132,-0.0837,-0.0893,-0.0902,-0.1108,-0.1137,-0.0813,-0.0726,-0.080833333,0.823333333
19791128,0.0099,0.1,0.0734,0.0563,0.0395,0.0549,0.0994,0.0701,0.057,0.0644,0.0627,0.1078,0.063,0.0564,0.0579,0.0433,0.0905,0.0584,0.0669,0.0486,0.0526,0.0537,0.0636,0.054633333,0.896666667
19791228,0.0095,0.1058,0.0694,0.0533,0.0573,0.0422,0.075,0.0529,0.0464,0.0259,0.0391,0.0469,0.0242,0.017,0.0142,0.0705,0.0384,0.0284,0.0133,0.0107,0.0337,0.0187,0.0282,0.018833333,0.936666667
19800128,0.008,0.1197,0.0878,0.0814,0.0776,0.0977,0.0599,0.0666,0.0534,0.0403,0.0785,0.0462,0.0572,0.0613,0.0518,0.0808,0.0691,0.0524,0.0546,0.0021,0.0724,0.0576,0.0656,0.056466667,0.913333333
19800228,0.0089,-0.0032,-0.0131,-0.0292,-0.0318,-0.0295,-0.0228,-0.0115,-0.038,-0.0497,-0.0228,-0.0179,-0.0434,-0.0518,-0.0495,-0.0356,-0.0313,-0.0276,-0.0367,-0.0574,-0.0199,-0.0079,0.001,-0.0078,0.88
